cosine_sim,student_norm,teacher_norm
0.6626,27.1975,36.9683
0.6464,26.9053,23.7671
0.6006,27.1528,25.1602
0.5521,27.0664,26.0014
0.4257,27.3623,16.5949
0.4910,27.1168,17.8254
0.5031,27.5168,20.2543
0.4815,27.4384,17.0946
0.4681,27.5607,17.0422
0.4249,27.4501,14.0992
0.4547,27.4233,16.1248
0.4481,27.2594,15.3689
0.4333,27.8217,15.3064
0.4866,26.6175,17.1542
0.4708,27.4918,19.1384
0.5000,27.6583,16.2194
0.4854,27.6117,16.3967
0.5896,26.9874,19.4766
0.6250,27.5085,23.7441
0.6330,27.4760,23.8241
0.5726,27.3358,26.2266
0.6064,26.9512,23.8378
0.5440,26.9937,19.3307
0.5648,27.2812,20.0552
0.5235,27.2625,15.0937
0.4807,26.9645,14.4708
0.4761,27.0237,15.5455
0.4774,27.1546,15.1697
0.5386,26.7594,17.2275
0.5636,26.9905,17.4996
0.6264,27.5043,19.5782
0.5327,27.4899,14.7264
0.5566,27.3597,17.1547
0.5935,27.4539,20.0491
0.6314,27.2537,24.6021
0.6192,27.2350,24.1313
0.6838,27.4833,26.9125
0.5805,27.0855,22.3453
0.5859,27.0800,26.2707
0.5806,27.0951,24.8379
0.5352,27.2723,18.2943
0.5992,27.1462,22.9509
0.5383,27.4202,16.6496
0.5504,26.9850,17.4114
0.4932,26.8281,17.7619
0.4553,27.1225,14.9739
0.5391,27.1932,17.8124
0.4391,27.1544,12.0206
0.4616,26.9152,15.1861
0.4759,27.5488,15.8312
0.5034,26.8644,15.3778
0.4702,26.8425,13.9430
0.4582,27.3174,14.0761
0.4323,26.9745,11.0791
0.4412,26.7197,13.0743
0.4674,27.2903,13.4282
0.4990,27.5236,16.4007
0.5497,26.7666,20.6540
0.4990,27.2733,16.0560
0.4504,27.4035,13.1995
0.4860,27.1125,13.8788
0.4694,26.8638,14.7981
0.4835,27.3285,15.0524
0.4600,26.8007,14.8641
0.4860,26.7735,16.8720
0.4789,27.1878,16.4902
0.4548,27.0124,14.9120
0.5219,27.3995,16.9420
0.4776,26.6715,15.2758
0.4485,27.1827,14.6436
0.4984,26.8689,18.1025
0.4873,27.1115,15.2758
0.5358,26.7645,16.3782
0.4967,27.4058,15.5615
0.5012,26.8340,13.8168
0.4500,27.7869,13.2541
0.4824,27.1260,14.1514
0.5350,27.1177,15.5639
0.4863,26.9463,14.2842
0.6656,27.1981,36.0075
0.6523,26.8857,23.9038
0.5987,27.2181,25.4067
0.5776,27.1025,26.4464
0.4478,27.3618,19.2736
0.5386,26.9568,19.1947
0.5213,27.3143,21.4981
0.4860,27.3456,17.5302
0.4816,27.7081,18.1614
0.4311,27.4417,13.4486
0.4438,27.7200,15.9907
0.4216,27.4387,14.5047
0.4207,27.6919,14.2158
0.4633,26.5166,16.5565
0.4432,27.2734,18.5959
0.4672,27.6966,15.2354
0.4363,27.6626,15.6724
0.5526,26.9405,17.2253
0.6187,27.4735,21.5385
0.6169,27.7890,24.2722
0.5677,27.5238,25.3811
0.6099,27.1203,23.6508
0.5357,26.8701,17.0046
0.5538,27.2802,20.5362
0.5017,27.3353,16.3947
0.4928,27.2695,14.2330
0.4847,27.0650,17.6949
0.4591,27.2913,15.9150
0.5148,26.8032,18.1685
0.5644,26.9926,16.3123
0.6088,27.8366,19.6398
0.5181,27.8369,15.0404
0.5264,27.3605,16.8412
0.5931,27.3243,19.2942
0.6318,27.1602,24.4685
0.6413,27.5689,23.2836
0.7053,27.7231,24.9976
0.5649,27.2681,21.3331
0.6039,26.9853,26.3720
0.5958,27.1938,24.5504
0.5107,27.3049,17.5311
0.5842,27.2378,22.2679
0.5464,27.5120,16.4510
0.5596,27.0839,16.0090
0.4757,26.9190,14.8922
0.4442,27.7055,14.7653
0.5296,27.2092,16.8842
0.4637,27.2659,12.7662
0.4719,27.1427,14.9515
0.5050,27.7401,15.4656
0.4821,27.0814,14.8200
0.4659,27.0758,13.4463
0.4649,27.4812,14.3726
0.4416,27.4655,10.8423
0.4511,27.0751,10.8619
0.4751,27.5838,11.0832
0.4853,27.8070,13.9347
0.5338,27.0181,19.5857
0.4725,27.6211,12.1876
0.4270,27.4113,11.5310
0.4358,27.2787,12.8040
0.4319,27.2919,12.6427
0.4579,27.2578,14.6440
0.4094,26.9090,12.3416
0.4435,27.0358,15.0568
0.4355,27.1042,14.6773
0.4151,27.2780,14.2914
0.4915,27.2559,14.4877
0.4321,26.8782,14.4268
0.4438,27.3034,14.2165
0.4759,27.2165,16.3261
0.4558,27.4894,14.1654
0.5120,27.0779,15.2440
0.4926,27.6486,13.9975
0.4709,27.0177,12.7069
0.4469,27.6873,13.4608
0.4984,27.2864,13.0245
0.5216,27.1295,15.6191
0.4744,26.9004,14.3965
