image_id,identity,path,bbox,date,orientation,segmentation,species
0,9ec659d2-2183-4f55-8882-1fe87e13d5f4,leopard.coco/images/train2022/000000000001.jpg,"[163, 412, 2161, 1237]",,front,,leopard
1,9ec659d2-2183-4f55-8882-1fe87e13d5f4,leopard.coco/images/train2022/000000000002.jpg,"[448, 301, 1795, 1088]",,front,,leopard
2,9ec659d2-2183-4f55-8882-1fe87e13d5f4,leopard.coco/images/train2022/000000000003.jpg,"[476, 629, 1744, 1126]",,front,,leopard
3,9ec659d2-2183-4f55-8882-1fe87e13d5f4,leopard.coco/images/train2022/000000000004.jpg,"[207, 255, 2193, 1405]",,front,,leopard
4,9ec659d2-2183-4f55-8882-1fe87e13d5f4,leopard.coco/images/train2022/000000000005.jpg,"[296, 634, 1948, 959]",,back,,leopard
125,9ec659d2-2183-4f55-8882-1fe87e13d5f4,leopard.coco/images/train2022/000000000126.jpg,"[1023, 358, 595, 1125]",,left,,leopard
126,9ec659d2-2183-4f55-8882-1fe87e13d5f4,leopard.coco/images/train2022/000000000127.jpg,"[525, 347, 1075, 1149]",,front,,leopard
253,1662812e-a722-4e7c-b0e5-1a60da1775b4,leopard.coco/images/train2022/000000000254.jpg,"[0, 578, 2400, 1222]",,right,,leopard
254,1662812e-a722-4e7c-b0e5-1a60da1775b4,leopard.coco/images/train2022/000000000255.jpg,"[0, 559, 2383, 1241]",,right,,leopard
255,1662812e-a722-4e7c-b0e5-1a60da1775b4,leopard.coco/images/train2022/000000000256.jpg,"[0, 178, 2375, 1559]",,right,,leopard
256,1662812e-a722-4e7c-b0e5-1a60da1775b4,leopard.coco/images/train2022/000000000257.jpg,"[36, 295, 2364, 1501]",,right,,leopard
257,1662812e-a722-4e7c-b0e5-1a60da1775b4,leopard.coco/images/train2022/000000000258.jpg,"[0, 420, 2400, 1380]",,right,,leopard
258,1662812e-a722-4e7c-b0e5-1a60da1775b4,leopard.coco/images/train2022/000000000259.jpg,"[0, 250, 2400, 1550]",,front,,leopard
259,1662812e-a722-4e7c-b0e5-1a60da1775b4,leopard.coco/images/train2022/000000000260.jpg,"[4, 641, 2284, 1159]",,front,,leopard
260,1662812e-a722-4e7c-b0e5-1a60da1775b4,leopard.coco/images/train2022/000000000261.jpg,"[0, 571, 2353, 1229]",,right,,leopard
261,1662812e-a722-4e7c-b0e5-1a60da1775b4,leopard.coco/images/train2022/000000000262.jpg,"[295, 644, 1461, 819]",,right,,leopard
262,1662812e-a722-4e7c-b0e5-1a60da1775b4,leopard.coco/images/train2022/000000000263.jpg,"[162, 857, 1590, 783]",,right,,leopard
263,1662812e-a722-4e7c-b0e5-1a60da1775b4,leopard.coco/images/train2022/000000000264.jpg,"[0, 442, 2400, 1358]",,right,,leopard
264,1662812e-a722-4e7c-b0e5-1a60da1775b4,leopard.coco/images/train2022/000000000265.jpg,"[11, 542, 2069, 1222]",,right,,leopard
298,9ec659d2-2183-4f55-8882-1fe87e13d5f4,leopard.coco/images/train2022/000000000299.jpg,"[433, 447, 901, 936]",,back,,leopard
299,9ec659d2-2183-4f55-8882-1fe87e13d5f4,leopard.coco/images/train2022/000000000300.jpg,"[999, 740, 281, 306]",,back,,leopard
300,9ec659d2-2183-4f55-8882-1fe87e13d5f4,leopard.coco/images/train2022/000000000301.jpg,"[656, 398, 995, 998]",,back,,leopard
301,9ec659d2-2183-4f55-8882-1fe87e13d5f4,leopard.coco/images/train2022/000000000302.jpg,"[818, 842, 559, 633]",,back,,leopard
1097,9ec659d2-2183-4f55-8882-1fe87e13d5f4,leopard.coco/images/train2022/000000001096.jpg,"[19, 171, 2381, 1463]",,left,,leopard
1098,9ec659d2-2183-4f55-8882-1fe87e13d5f4,leopard.coco/images/train2022/000000001097.jpg,"[0, 143, 2400, 1578]",,down,,leopard
1099,9ec659d2-2183-4f55-8882-1fe87e13d5f4,leopard.coco/images/train2022/000000001098.jpg,"[60, 608, 1806, 938]",,back,,leopard
1100,9ec659d2-2183-4f55-8882-1fe87e13d5f4,leopard.coco/images/train2022/000000001099.jpg,"[276, 529, 1386, 772]",,back,,leopard
1101,9ec659d2-2183-4f55-8882-1fe87e13d5f4,leopard.coco/images/train2022/000000001100.jpg,"[0, 569, 1927, 953]",,back,,leopard
1102,9ec659d2-2183-4f55-8882-1fe87e13d5f4,leopard.coco/images/train2022/000000001101.jpg,"[148, 343, 1719, 1101]",,right,,leopard
1103,9ec659d2-2183-4f55-8882-1fe87e13d5f4,leopard.coco/images/train2022/000000001102.jpg,"[101, 452, 1735, 1010]",,right,,leopard
1104,9ec659d2-2183-4f55-8882-1fe87e13d5f4,leopard.coco/images/train2022/000000001103.jpg,"[289, 402, 1332, 728]",,back,,leopard
1105,9ec659d2-2183-4f55-8882-1fe87e13d5f4,leopard.coco/images/train2022/000000001104.jpg,"[138, 458, 1842, 1042]",,right,,leopard
1106,9ec659d2-2183-4f55-8882-1fe87e13d5f4,leopard.coco/images/train2022/000000001105.jpg,"[4, 700, 1858, 858]",,right,,leopard
1107,9ec659d2-2183-4f55-8882-1fe87e13d5f4,leopard.coco/images/train2022/000000001106.jpg,"[0, 816, 1723, 851]",,right,,leopard
1108,9ec659d2-2183-4f55-8882-1fe87e13d5f4,leopard.coco/images/train2022/000000001107.jpg,"[14, 597, 1789, 1018]",,back,,leopard
1109,9ec659d2-2183-4f55-8882-1fe87e13d5f4,leopard.coco/images/train2022/000000001108.jpg,"[58, 603, 1937, 871]",,right,,leopard
1110,9ec659d2-2183-4f55-8882-1fe87e13d5f4,leopard.coco/images/train2022/000000001109.jpg,"[184, 719, 1910, 879]",,right,,leopard
1111,9ec659d2-2183-4f55-8882-1fe87e13d5f4,leopard.coco/images/train2022/000000001110.jpg,"[0, 738, 2041, 797]",,right,,leopard
1112,9ec659d2-2183-4f55-8882-1fe87e13d5f4,leopard.coco/images/train2022/000000001111.jpg,"[12, 458, 2150, 832]",,right,,leopard
