cosine_sim,student_norm,teacher_norm
0.5544,27.7524,28.4729
0.5563,27.9924,38.6798
0.5509,27.5376,36.0703
0.5424,27.4477,26.5724
0.6858,28.1445,32.1151
0.6936,27.5700,33.2097
0.6815,27.4124,30.0707
0.7172,27.2332,31.4988
0.7355,27.7968,35.4819
0.7514,27.3556,30.6726
0.7210,27.5350,27.6780
0.7017,27.7663,39.5079
0.7606,28.2778,32.8190
0.7479,27.4257,31.0436
0.8032,28.1477,34.1062
0.7244,26.8750,30.1380
0.7848,27.7643,30.0971
0.7665,27.6760,38.1173
0.7388,27.9738,30.3758
0.7865,27.9530,35.6042
0.7828,27.8247,29.0065
0.7779,28.0636,36.2858
0.7271,26.8076,27.4146
0.7690,28.2188,32.8228
0.7990,27.5324,33.5840
0.8165,27.5883,31.8171
0.7360,27.2509,21.6258
0.8067,27.7230,35.9806
0.7716,27.4823,26.1643
0.7803,28.4494,42.0266
0.6939,26.6731,23.9550
0.7729,28.2592,31.1168
0.7901,28.0416,38.3357
0.7574,28.3515,30.3540
0.7625,26.8007,29.2915
0.7001,28.0470,27.4656
0.7696,28.1662,44.2435
0.8112,28.6817,38.4309
0.7887,27.6596,39.1607
0.7899,27.8480,33.1911
0.7586,28.1294,36.4332
0.7816,27.5446,33.7148
0.7860,27.5072,45.1525
0.7604,27.2354,32.9182
0.6794,27.9495,40.1349
0.7060,28.0600,40.9067
0.7683,28.2006,41.3802
0.6881,27.4411,40.8672
0.6817,28.1604,48.1463
0.6536,27.8429,32.5300
0.6550,27.9357,38.1906
0.6836,27.6391,37.5526
0.7389,27.9489,46.9761
0.6720,27.9239,34.4673
0.7036,28.0263,41.1486
0.7227,28.3681,41.1827
0.6866,27.5757,37.9424
0.7190,27.2570,38.4860
0.7283,27.3784,35.0444
0.7716,27.7499,37.7538
0.7806,27.2927,37.8917
0.7751,27.9370,31.1117
0.7784,27.5356,29.3159
0.7484,27.7168,36.0352
0.7925,28.1777,37.2488
0.7696,27.7622,35.0973
0.6942,27.5592,29.6478
0.7129,27.3770,24.7129
0.8065,27.8097,38.8356
0.7737,27.9218,38.6659
0.7389,27.1546,33.2476
0.8044,28.5618,41.6714
0.7229,28.2652,33.2370
0.7433,27.2179,33.7594
0.7612,27.8600,36.2568
0.7743,27.6329,45.0959
0.7484,27.3651,42.2587
0.7694,27.4435,40.3844
0.7819,27.7634,36.4688
0.7252,28.1623,33.4418
0.6748,27.4347,39.6710
0.6640,27.8445,35.6918
0.6190,27.9445,32.3911
0.7071,27.8325,38.7453
0.7038,28.6738,44.0870
0.6465,27.8454,43.0388
0.6242,27.5195,26.6449
0.7047,27.7867,53.9980
0.7415,27.9940,46.8193
0.5531,27.7017,33.2880
0.7567,28.2538,40.1758
0.6601,27.7217,34.6517
0.7052,28.4310,48.9362
0.6192,28.2602,27.0833
0.6424,27.8605,31.6510
0.6572,28.2088,35.5082
0.6600,27.9572,41.0336
0.6445,27.5739,34.7047
0.7303,27.7831,41.9166
0.6229,27.7642,40.6825
0.7754,28.0326,41.4441
0.7766,27.9755,43.3492
0.7022,28.8806,40.3450
0.7432,28.0021,42.1052
0.7504,27.8678,37.0727
0.7751,27.9070,35.2165
0.7386,28.0455,33.4314
0.8175,28.0919,42.5986
0.7537,27.5654,33.3590
0.8208,27.6303,46.4995
0.8026,27.6932,41.2551
0.7982,28.3236,44.9403
0.7923,27.8680,32.2200
0.8241,28.5491,39.8042
0.7924,27.7897,38.7862
0.8327,27.7613,37.5715
0.7931,27.7364,39.8829
0.7926,27.8944,37.7887
0.8178,27.7574,34.0506
0.7751,27.8160,50.1653
0.8212,28.4981,31.7218
0.8271,27.7833,30.0499
0.8430,27.7653,33.3253
0.8202,27.5685,31.9391
0.8378,27.6925,28.7146
0.8331,28.2379,40.6953
0.8367,27.4214,36.8259
0.8029,27.8764,33.6547
0.8271,27.9283,39.6586
0.8393,27.9326,30.8931
0.8172,27.9924,35.3083
0.7753,27.7026,32.2984
0.8291,28.1322,29.0573
0.7931,27.6873,31.8040
0.8459,28.0588,33.9600
0.8068,28.2023,33.4405
0.7851,28.5798,32.9464
0.7928,28.1354,33.5381
0.8123,28.1000,27.0912
0.8097,28.4561,35.9802
0.7855,27.8047,35.0374
0.8139,27.4066,33.4708
0.7423,27.7745,37.1090
0.7700,28.0044,39.7895
0.7421,27.7828,39.7010
0.7404,28.1682,31.7590
0.6261,27.4083,28.6015
0.7501,27.5648,30.7080
0.7335,28.1984,44.3667
0.7782,28.1577,41.9811
0.7445,28.0007,38.5378
0.7517,27.2283,39.2834
0.7389,28.0882,33.9552
0.7626,28.2156,31.3091
0.7458,28.0828,48.7037
0.7551,28.0501,38.0131
0.7810,27.2792,47.7910
0.7715,28.0134,50.5190
0.7686,27.5766,35.8749
0.6810,27.9463,31.5510
0.7512,28.4523,35.5697
0.7361,27.7811,39.2661
0.7797,27.8876,39.7581
0.8018,28.1680,38.5833
0.7596,28.0080,42.5268
0.6890,27.5010,35.0166
0.7313,27.7307,48.4386
0.6894,28.0578,34.3392
0.7133,27.2961,52.9090
0.7277,28.1317,40.0233
0.7145,27.5881,31.3755
0.7138,27.5793,39.4893
0.7369,27.3111,38.9230
0.7547,28.3954,40.0860
0.7857,28.0760,49.3844
0.7055,27.5197,54.5081
0.7600,28.2555,56.1845
0.7567,28.5484,44.1500
0.7401,27.9716,39.6210
0.7537,27.8905,44.5228
0.7259,27.8834,41.2120
0.7296,27.5850,39.2472
0.7285,27.6517,35.8328
0.7242,28.1953,32.9705
0.7670,28.5286,41.3784
0.7496,28.4883,34.2157
0.6996,27.3786,34.2379
0.7842,28.8090,47.2450
0.7363,27.9216,42.4551
0.6840,27.4834,30.8168
0.7318,28.3221,35.4697
0.6391,27.4098,23.7628
0.7613,27.9348,39.0705
0.7648,27.7871,45.1422
0.7740,27.5160,44.7571
0.7522,27.4632,43.7886
0.5548,27.7415,28.4988
0.5593,27.9942,38.8143
0.5491,27.4937,35.9765
0.5376,27.5115,26.4617
0.6837,28.3209,33.1145
0.6978,27.5667,35.2900
0.6872,27.4711,30.2477
0.7138,27.3570,32.8036
0.7311,27.7989,35.5480
0.7436,27.3322,32.8470
0.7199,27.3764,27.2684
0.7035,27.7862,38.8584
0.7609,28.2454,33.2746
0.7480,27.3358,31.2565
0.8044,28.0966,33.9169
0.7492,26.9487,29.5111
0.7912,27.6545,29.5224
0.7590,27.4392,38.1945
0.7417,27.9608,30.2949
0.7765,27.7972,35.9173
0.7804,27.7261,28.3940
0.7851,28.0999,34.3375
0.7349,26.7240,26.2274
0.7756,28.0224,30.8085
0.7896,27.4163,32.6152
0.8171,27.4846,30.8645
0.7449,27.2134,22.0579
0.7762,27.9244,34.0927
0.7597,27.2764,25.2909
0.7750,28.3140,40.7716
0.7001,27.1303,24.6780
0.7883,28.0888,30.7283
0.7988,27.9631,33.8043
0.7532,28.1658,31.9318
0.7499,26.7077,31.2291
0.7065,28.0510,25.4077
0.7661,28.0680,43.8610
0.7999,28.5717,36.8831
0.7719,27.5716,38.1923
0.7669,27.7031,32.2480
0.7594,28.0282,32.6048
0.7757,27.6559,32.5289
0.7765,27.4745,42.7502
0.7704,27.2404,31.3609
0.6765,27.8646,36.1516
0.7015,27.7789,36.5323
0.7736,28.0471,42.5021
0.6823,27.5387,38.6243
0.6778,28.3363,44.1169
0.6504,27.7513,31.2803
0.6340,27.8759,35.6980
0.6804,27.3554,35.3044
0.7472,27.8258,43.6228
0.6559,27.8233,31.2231
0.7054,27.7484,36.1532
0.7120,28.3003,37.4047
0.6795,27.6062,37.2138
0.7088,27.2533,34.1200
0.7220,27.0906,32.3028
0.7641,27.6038,35.9055
0.7893,27.4421,37.6284
0.7718,27.9362,29.2002
0.7401,27.3730,26.5708
0.7572,27.5488,36.4650
0.7859,27.9911,33.7411
0.7774,27.4661,34.3336
